uid, start, end, summary, description, location
CSVConvertd3295d2a7f10a502a65ba374d3c580d9,"28 July 2012 09:30:00 AM -0500","28 July 2012 11:30:00 AM -0500","Weightlifting: WOMEN - 48kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert222c0f5a9fb1caed53f411e04be2ac1f,"29 July 2012 04:00:00 AM -0500","29 July 2012 08:00:00 AM -0500","Weightlifting: MEN - 56kg: group B. WOMEN - 53kg: group B","","ExCel, Docklands, London"
CSVConvertb197778421093a116f19e5ed8a5e66bb,"29 July 2012 04:00:00 AM -0500","29 July 2012 06:40:00 AM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert74b97c188f56c9ae932f06cc873a988e,"28 July 2012 03:30:00 AM -0500","28 July 2012 07:00:00 AM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvert45d534ba234d8b66cbe9784427f16300,"28 July 2012 08:45:00 AM -0500","28 July 2012 12:15:00 PM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvert0fed42cffc84469b4f2ce64b05bec901,"28 July 2012 02:00:00 PM -0500","28 July 2012 05:30:00 PM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvertf18127792a3e6e9cb2c5763393e1ecad,"29 July 2012 03:30:00 AM -0500","29 July 2012 07:00:00 AM -0500","Volleyball: Men's preliminaries (2 matches)","","Earls Court, London"
CSVConverte2c02b9c408865676442879fed29d53e,"28 July 2012 06:00:00 AM -0500","28 July 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 1. Men & Women Doubles: round 1","","All England Club, Wimbledon, London"
CSVConvert8b49606c1772a46efd5e111b88a53ee3,"28 July 2012 05:30:00 AM -0500","28 July 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 1. Men & Women Doubles: round 1","","All England Club, Wimbledon, London"
CSVConvertde55b082825e55579ed5727f7418262d,"29 July 2012 03:00:00 AM -0500","29 July 2012 06:00:00 AM -0500","Table Tennis: MEN - Singles: round 2 WOMEN -Singles: round 2","","ExCel, Docklands, London"
CSVConvert0bba186937b9de17afb2dc4c0f63ddfc,"28 July 2012 01:00:00 PM -0500","28 July 2012 04:00:00 PM -0500","Table Tennis: MEN - Singles: round 1 WOMEN - Singles: round 2","","ExCel, Docklands, London"
CSVConverta24bb4d7556d8eaf3b5405a183d08ecc,"28 July 2012 08:30:00 AM -0500","28 July 2012 11:30:00 AM -0500","Table Tennis: MEN - Singles: round 1 WOMEN - Singles: round 1","","ExCel, Docklands, London"
CSVConvert65350a43dc3912fec9e8732098525890,"28 July 2012 03:00:00 AM -0500","28 July 2012 06:45:00 AM -0500","Table Tennis: MEN - Singles: preliminaries WOMEN - Singles: preliminaries, round 1","","ExCel, Docklands, London"
CSVConvert457c79a8596c7140634530a21a8a862b,"28 July 2012 01:30:00 PM -0500","28 July 2012 03:35:00 PM -0500","Swimming: MEN - 100m Breaststroke: semi-finals. 400m Freestyle: final, victory ceremony. 400m Individual Medley: final, victory ceremony. WOMEN - 100m Butterfly: semi-finals. 400m Individual Medley: final, victoryceremony. 4 x 100m Freestyle Relay: final, victory ceremony.","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert384faa68e180c65596f01df2ad08e657,"28 July 2012 04:00:00 AM -0500","28 July 2012 07:00:00 AM -0500","Swimming: MEN - 100m Breaststroke: heats.  400m Freestyle: heats.400m Individual Medley: heats. WOMEN - 100m Butterfly: heats.  400m Individual Medley: heats.  4 x 100m Freestyle Relay: heats.","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConverted268d92c56514b239c8bd7544c69926,"29 July 2012 04:00:00 AM -0500","29 July 2012 06:50:00 AM -0500","Swimming: MEN - 100m Backstroke: heats.  200m Freestyle: heats.  4x 100m Freestyle Relay: heats. WOMEN - 100m Backstroke: heats.  100m Breaststroke: heats.  400m Freestyle: heats.","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert06831190f6e6e6c6910a908bf11a93d8,"28 July 2012 02:15:00 AM -0500","28 July 2012 10:00:00 AM -0500","Shooting: WOMEN - 10m Air Rifle: qualification, final, victory ceremony","","The Royal Artillery Barracks, Woolwich, London"
CSVConvert647bcd30c960cf37f063db3b9f6c84c7,"29 July 2012 03:00:00 AM -0500","29 July 2012 11:30:00 AM -0500","Shooting: WOMEN - 10m Air Pistol: qualification, final, victory ceremony. Skeet: qualification, final, victory ceremony","","The Royal Artillery Barracks, Woolwich, London"
CSVConvert7122204a5984f48971b9bf02ccddfb05,"28 July 2012 02:15:00 AM -0500","28 July 2012 10:00:00 AM -0500","Shooting: MEN - 10m Air Pistol: qualification, final, victory ceremony","","The Royal Artillery Barracks, Woolwich, London"
CSVConvertf073f60366163aef557b99929a1b6189,"28 July 2012 03:30:00 AM -0500","28 July 2012 08:10:00 AM -0500","Rowing: MEN - Pairs, Lightweight Fours, Eights, Single Sculls,Double Sculls, Quadruple Sculls: heats. WOMEN - Pairs, Single Sculls, Quadruple Sculls: heats","","Eton Dorney, Buckinghamshire"
CSVConvert9d0b07f4986e2ce95292a90d4465e8d0,"29 July 2012 03:30:00 AM -0500","29 July 2012 05:50:00 AM -0500","Rowing: MEN - Lightweight Fours: repechage. Single Sculls: repechages. Double Sculls: repechage. Lightweight Double Sculls: heats. WOMEN - Eights: heats. Single Sculls: repechage. Lightweight Double Sculls: heats","","Eton Dorney, Buckinghamshire"
CSVConvert76f79ace3ab3dabdbc4499298456498d,"27 July 2012 01:30:00 PM -0500","27 July 2012 04:30:00 PM -0500","Opening Ceremony","","Olympic Stadium, Stratford, London"
CSVConvertd9ce5502d019787ba2b660127a92bf2c,"29 July 2012 03:30:00 AM -0500","29 July 2012 04:30:00 AM -0500","Judo: MEN -66kg: elimination rounds, quarter-finals. WOMEN -52kg:elimination rounds, quarter-finals","","ExCel, Docklands, London"
CSVConvert497cf417a6045e2602b993017d043908,"28 July 2012 08:00:00 AM -0500","28 July 2012 10:30:00 AM -0500","Judo: MEN -60 kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony. WOMEN -48kg: repechages,semi-final contests, bronze medal contests, gold medal contest, victoryceremony","","ExCel, Docklands, London"
CSVConvert6eee0c31ff6db504de3255556846b04c,"28 July 2012 03:30:00 AM -0500","28 July 2012 06:30:00 AM -0500","Judo: MEN -60 kg: elimination rounds, quarter-finals. WOMEN -48kg: elimination rounds, quarter-finals","","ExCel, Docklands, London"
CSVConvert50d5fb30715601eb10254e554ac77e28,"29 July 2012 02:30:00 AM -0500","29 July 2012 06:15:00 AM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert7775193135838def27fd075c9d052672,"28 July 2012 08:30:00 AM -0500","28 July 2012 11:45:00 AM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert083f5d9f634696a45ec8a284b39e115e,"28 July 2012 03:30:00 AM -0500","28 July 2012 06:45:00 AM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert036c3f73a01b2c8ff63dc56a767f244b,"28 July 2012 01:30:00 PM -0500","28 July 2012 04:45:00 PM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertdb3cf820fb54f38ddfd99f60fe24785d,"29 July 2012 03:30:00 AM -0500","29 July 2012 06:45:00 AM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertf0ab74de375ca8b25667dc6756d87bee,"29 July 2012 03:30:00 AM -0500","29 July 2012 04:30:00 AM -0500","Gymnastics (Artistic): WOMEN - Qualification","","North Greenwich Arena, London"
CSVConverte3d1692b8a0863e97d630555e038edce,"28 July 2012 05:00:00 AM -0500","28 July 2012 07:10:00 AM -0500","Gymnastics (Artistic): MEN - Qualification","","North Greenwich Arena, London"
CSVConvert31010a401c3d349aa4565e05b5516b56,"28 July 2012 09:30:00 AM -0500","28 July 2012 11:40:00 AM -0500","Gymnastics (Artistic): MEN - Qualification","","North Greenwich Arena, London"
CSVConvert07e405b62c12ce98d136e02d4474efa5,"28 July 2012 02:00:00 PM -0500","28 July 2012 04:10:00 PM -0500","Gymnastics (Artistic): MEN - Qualification","","North Greenwich Arena, London"
CSVConvert091b4370975b421479a2696aaa96d98b,"25 July 2012 10:00:00 AM -0500","25 July 2012 02:45:00 PM -0500","Football: WOMEN - Preliminaries  (2 matches)","","Millennium Stadium, Cardiff"
CSVConvertf66d50c1abf56a282c1eccc21857a02d,"28 July 2012 11:00:00 AM -0500","28 July 2012 03:45:00 PM -0500","Football: WOMEN - Preliminaries  (2 matches)","","Hampden Park, Glasgow"
CSVConvertd5c8128bddcbfdad4e57404dd3abf38a,"25 July 2012 11:00:00 AM -0500","25 July 2012 03:45:00 PM -0500","Football: WOMEN - Preliminaries  (2 matches)","","Hampden Park, Glasgow"
CSVConvert41fa1e1acf80e81293ee98191c13d1d2,"28 July 2012 08:30:00 AM -0500","28 July 2012 01:15:00 PM -0500","Football: WOMEN - Preliminaries  (2 matches)","","Millennium Stadium, Cardiff"
CSVConvert20b4b432a5b7a75e85900ddce7eeab3e,"25 July 2012 11:00:00 AM -0500","25 July 2012 03:45:00 PM -0500","Football: WOMEN - Preliminaries  (2 matches)","","City of Coventry Stadium, Coventry"
CSVConvert04ea74c27f4b92bdb5f38e1eade32797,"28 July 2012 06:00:00 AM -0500","28 July 2012 10:45:00 AM -0500","Football: WOMEN - Preliminaries  (2 matches)","","City of Coventry Stadium, Coventry"
CSVConvert97b003dda330b10d5b4fd7d50d1334be,"26 July 2012 08:30:00 AM -0500","26 July 2012 01:15:00 PM -0500","Football: MEN - Preliminaries  (2 matches)","","St James' Park, Newcastle"
CSVConvert4c95d2a3e319f2e3e1a7c122e84059d2,"26 July 2012 11:00:00 AM -0500","26 July 2012 03:45:00 PM -0500","Football: MEN - Preliminaries  (2 matches)","","Old Trafford, Manchester"
CSVConvert3d4ae8e8baa1a297e2bfa3f84063c721,"26 July 2012 06:00:00 AM -0500","26 July 2012 10:45:00 AM -0500","Football: MEN - Preliminaries  (2 matches)","","Hampden Park, Glasgow"
CSVConvertfd7e41fddd810c95f690c8c19cf532d6,"26 July 2012 01:45:00 PM -0500","26 July 2012 03:45:00 PM -0500","Football: MEN - Preliminaries  (1 match)","","City of Coventry Stadium, Coventry"
CSVConvert5664daa38c9a46e419adb3345dc34876,"26 July 2012 01:45:00 PM -0500","26 July 2012 03:45:00 PM -0500","Football: MEN - Preliminaries  (1 match)","","Millennium Stadium, Cardiff"
CSVConvert922acc32fc340f9257bf0a2549f620be,"28 July 2012 12:00:00 PM -0500","28 July 2012 02:30:00 PM -0500","Fencing: WOMEN - Individual Foil: semi-finals, bronze medal match, gold medal match, victory ceremony","","ExCel, Docklands, London"
CSVConvert1a87c498986a2898932b177ffe6f62e1,"28 July 2012 04:30:00 AM -0500","28 July 2012 09:30:00 AM -0500","Fencing: WOMEN - Individual Foil: round of 64, round of 32, round of 16, quarter-finals","","ExCel, Docklands, London"
CSVConvert123f4e6636095737f66c03da4e12a2f1,"29 July 2012 04:30:00 AM -0500","29 July 2012 08:00:00 AM -0500","Fencing: MEN - Individual Sabre: round of 64, round of 32, roundof 16, quarter-finals","","ExCel, Docklands, London"
CSVConvert4459b4a08f894510503931d1ce92041e,"29 July 2012 04:00:00 AM -0500","29 July 2012 10:15:00 AM -0500","Equestrian - Eventing: MEN+WOMEN - Individual & Team Eventing: dressage, day 2","","Greenwich, London"
CSVConvert3b5ab68e9022064b2fb80b55b4ee9d67,"28 July 2012 04:00:00 AM -0500","28 July 2012 10:15:00 AM -0500","Equestrian - Eventing: MEN+WOMEN - Individual & Team Eventing: dressage, day 1","","Greenwich, London"
CSVConvert0a94c03f004f8f7fb8706502de36a055,"28 July 2012 04:00:00 AM -0500","28 July 2012 10:15:00 AM -0500","Cycling - Road:  MEN - Road Race, victory ceremony","","The Mall, London"
CSVConvertafc9022a04548fe22fe62fb62da22cfc,"28 July 2012 07:30:00 AM -0500","28 July 2012 10:30:00 AM -0500","Boxing: MEN - MEN - Bantam Weight (56kg): round of 32. Middle Weight (75kg): round of 32","","ExCel, Docklands, London"
CSVConvert4e1d3d78428e5b97801565a3de3603a5,"28 July 2012 02:30:00 PM -0500","28 July 2012 05:30:00 PM -0500","Boxing: MEN - Bantam Weight (56kg): round of 32. Middle Weight (75kg): round of 32","","ExCel, Docklands, London"
CSVConvertc59e11e3e08365ace1e06716064215cf,"28 July 2012 08:30:00 AM -0500","28 July 2012 12:20:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert64d5c4b55952851c0e68889f850446b8,"29 July 2012 03:00:00 AM -0500","29 July 2012 06:50:00 AM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert3451d90fb2b8ac9317bf5a33342ed453,"28 July 2012 03:00:00 AM -0500","28 July 2012 06:50:00 AM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert018016c83229403224fe50dff4063f12,"28 July 2012 02:00:00 PM -0500","28 July 2012 05:50:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvertcdad545679de924c5c03874f9615ab62,"28 July 2012 03:00:00 AM -0500","28 July 2012 07:00:00 AM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvertab7b6cef2df0492734db98e6dacf30c2,"28 July 2012 02:00:00 PM -0500","28 July 2012 03:00:00 PM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert8443d8f2c50b7b95f62aacf7577d0113,"28 July 2012 08:30:00 AM -0500","28 July 2012 12:30:00 PM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvertb204b686eb668842fa69c0cf44a945a1,"29 July 2012 03:00:00 AM -0500","29 July 2012 07:00:00 AM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvertdee46914a0234318f1f240f63b3b48ff,"29 July 2012 02:30:00 AM -0500","29 July 2012 03:30:00 AM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvert5f099e4ef7b431d693bb78e4cb686dd5,"28 July 2012 06:30:00 AM -0500","28 July 2012 11:00:00 AM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvert54aac1329c4c4791e0d4414dee11e316,"28 July 2012 02:30:00 AM -0500","28 July 2012 05:00:00 AM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvert49e5e3a0abbc85f8da6be1b60dd2a852,"28 July 2012 12:30:00 PM -0500","28 July 2012 05:00:00 PM -0500","Badminton: MEN+WOMEN - Singles, Doubles: preliminaries. Mixed Doubles: preliminaries","","Wembley Arena, London"
CSVConvert8924f848b8b5f5971e9aacdbca0ea649,"29 July 2012 03:00:00 AM -0500","29 July 2012 06:20:00 AM -0500","Archery: WOMEN - Team: 1/8 eliminations","","Lord's Cricket Ground, London"
CSVConvert8a94b0b56b6fdef0e09550113ba96560,"27 July 2012 07:00:00 AM -0500","27 July 2012 09:00:00 AM -0500","Archery: WOMEN - Individual: ranking round","","Lord's Cricket Ground, London"
CSVConvertdc2888f0b16d61aef22c2d08ecd37f41,"28 July 2012 09:00:00 AM -0500","28 July 2012 01:00:00 PM -0500","Archery: MEN - Team: quarter-finals, semi-finals, bronze medal match, gold medal match, victory ceremony","","Lord's Cricket Ground, London"
CSVConvertbee35916156af017fb789536ac56bf82,"28 July 2012 03:00:00 AM -0500","28 July 2012 06:20:00 AM -0500","Archery: MEN - Team: 1/8 eliminations","","Lord's Cricket Ground, London"
CSVConverte8ae2441318b5fb5b97fbbc407e1e59f,"27 July 2012 03:00:00 AM -0500","27 July 2012 05:00:00 AM -0500","Archery: MEN - Individual: ranking round","","Lord's Cricket Ground, London"
CSVConvertc2939ce549fae047d5a6f72c365b9712,"31 July 2012 09:30:00 AM -0500","31 July 2012 11:30:00 AM -0500","Weightlifting: WOMEN - 63kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert8c230e77d976c8d63fe1c811fe7d596a,"30 July 2012 09:30:00 AM -0500","30 July 2012 11:30:00 AM -0500","Weightlifting: WOMEN - 58kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvertd1c59088206f8c9315d458948f1b851f,"31 July 2012 04:00:00 AM -0500","31 July 2012 08:00:00 AM -0500","Weightlifting: MEN - 69kg: group B. WOMEN - 63kg: group B","","ExCel, Docklands, London"
CSVConvert47128d3e272ef02c28d33f9209eaad4f,"31 July 2012 01:00:00 PM -0500","31 July 2012 03:00:00 PM -0500","Weightlifting: MEN - 69kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert29d1d8730e1201ea320cc64daac8753a,"30 July 2012 04:00:00 AM -0500","30 July 2012 08:00:00 AM -0500","Weightlifting: MEN - 62kg: group B. WOMEN - 58kg: group B","","ExCel, Docklands, London"
CSVConvertd219a2e3619f15f3d0cc9a7737b33cf5,"30 July 2012 01:00:00 PM -0500","30 July 2012 03:00:00 PM -0500","Weightlifting: MEN - 62kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert884bb89be1afed8d44751ed09e487afd,"29 July 2012 01:00:00 PM -0500","29 July 2012 03:00:00 PM -0500","Weightlifting: MEN - 56kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert0a9a10829893e2a2f3220fe2a9ed33cd,"29 July 2012 09:30:00 AM -0500","29 July 2012 11:30:00 AM -0500","Weightlifting: MEN - 53kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert8f53f9d601066148e5bbca56ea64c42f,"30 July 2012 08:10:00 AM -0500","30 July 2012 10:50:00 AM -0500","Water Polo: WOMEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert3b44a97ecec7b98a58fbd0de9b0dce83,"30 July 2012 12:20:00 PM -0500","30 July 2012 03:00:00 PM -0500","Water Polo: WOMEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertffc01cc510698453524b34cdc0f533ee,"31 July 2012 12:20:00 PM -0500","31 July 2012 03:00:00 PM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertea47c09319d9d3b22a712b96096a96d7,"29 July 2012 12:20:00 PM -0500","29 July 2012 03:00:00 PM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertb273cd213209140d5b458e88b0429816,"29 July 2012 08:10:00 AM -0500","29 July 2012 10:50:00 AM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert7030a75227cf30d67d34007746d952cd,"31 July 2012 08:10:00 AM -0500","31 July 2012 10:50:00 AM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert1b1c9d7dac3bc8fa0852feaa05b48cd6,"31 July 2012 04:00:00 AM -0500","31 July 2012 06:40:00 AM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert8171b84deb671e3386ac1e722e2cdad0,"30 July 2012 02:00:00 PM -0500","30 July 2012 05:30:00 PM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvert1f0539ce8c15441af3bc6364b0bcbe2d,"30 July 2012 03:30:00 AM -0500","30 July 2012 07:00:00 AM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvert0b8430a1febea28f5aa76cc4b7d731b1,"30 July 2012 08:45:00 AM -0500","30 July 2012 12:15:00 PM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
CSVConvertf308afc11be92db213fa13348b2d7b6a,"29 July 2012 08:45:00 AM -0500","29 July 2012 12:15:00 PM -0500","Volleyball: Men's preliminaries (2 matches)","","Earls Court, London"
CSVConvertbdfed910fe4678084a082792d0c10c86,"31 July 2012 08:45:00 AM -0500","31 July 2012 12:15:00 PM -0500","Volleyball: Men's preliminaries (2 matches)","","Earls Court, London"
CSVConvert8378efe3a87411c47b7b789d4e04a75f,"29 July 2012 02:00:00 PM -0500","29 July 2012 05:30:00 PM -0500","Volleyball: Men's preliminaries (2 matches)","","Earls Court, London"
CSVConvert6e9c6091f107691c965f782d8a106a2d,"31 July 2012 03:30:00 AM -0500","31 July 2012 07:00:00 AM -0500","Volleyball: Men's preliminaries (2 matches)","","Earls Court, London"
CSVConverte3c20843e251e6ca3be741749060ce38,"30 July 2012 05:30:00 AM -0500","30 July 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 2. Men & Women Doubles: round 2","","All England Club, Wimbledon, London"
CSVConvert0a16571cfbf0bb641861d113a81efee3,"30 July 2012 06:00:00 AM -0500","30 July 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 2. Men & Women Doubles: round 2","","All England Club, Wimbledon, London"
CSVConvert854cc3741e8db5a3ee2474c29041bf00,"31 July 2012 05:30:00 AM -0500","31 July 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 2. Men & Women Doubles: quarter-finals","","All England Club, Wimbledon, London"
CSVConvert107a836804ac7548bb386ec4e9d72eaa,"31 July 2012 06:00:00 AM -0500","31 July 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 2. Men & Women Doubles: quarter-finals","","All England Club, Wimbledon, London"
CSVConvertd7f4e61f312b328cd7ded2e71854803f,"29 July 2012 06:00:00 AM -0500","29 July 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 1. Men & Women Doubles: round 1","","All England Club, Wimbledon, London"
CSVConvert359b40be8925f39814e734481f7b8069,"29 July 2012 05:30:00 AM -0500","29 July 2012 02:00:00 PM -0500","Tennis:  Men & Women Singles: round 1. Men & Women Doubles: round 1","","All England Club, Wimbledon, London"
CSVConvert3acf923a038ed2fa18c9422422ab6dd6,"29 July 2012 12:00:00 PM -0500","29 July 2012 04:00:00 PM -0500","Table Tennis: WOMEN -Singles: round 3","","ExCel, Docklands, London"
CSVConvertc98cab726a4d4f394186138fe340bc23,"31 July 2012 10:00:00 AM -0500","31 July 2012 12:00:00 PM -0500","Table Tennis: WOMEN - Singles: semi-finals","","ExCel, Docklands, London"
CSVConverte0d0a0995c61d0b956dd5084bc728b66,"30 July 2012 09:30:00 AM -0500","30 July 2012 11:30:00 AM -0500","Table Tennis: WOMEN - Singles: round 4","","ExCel, Docklands, London"
CSVConvertf150dce4d5164c0c177b58d6054ae266,"31 July 2012 04:00:00 AM -0500","31 July 2012 08:00:00 AM -0500","Table Tennis: WOMEN - Singles: quarter-finals","","ExCel, Docklands, London"
CSVConvertb487fc1e2a74e4adad571c74ea74c888,"30 July 2012 04:00:00 AM -0500","30 July 2012 08:00:00 AM -0500","Table Tennis: MEN -Singles: round 3","","ExCel, Docklands, London"
CSVConvert97e6be7c4472dba724acd40d1cf62568,"29 July 2012 07:30:00 AM -0500","29 July 2012 10:30:00 AM -0500","Table Tennis: MEN -Singles: round 2","","ExCel, Docklands, London"
CSVConvert535991b91fee6f45c389ff0d3a670912,"30 July 2012 01:00:00 PM -0500","30 July 2012 03:00:00 PM -0500","Table Tennis: MEN - Singles: round 4","","ExCel, Docklands, London"
CSVConverte3b6dbb408031bf7d62ca0dc954c7222,"30 July 2012 01:30:00 PM -0500","30 July 2012 03:15:00 PM -0500","Swimming: MEN - 200m Butterfly: semi-finals. 100m Backstroke: final, victory ceremony. 200m Freestyle: final, victory ceremony. 200m WOMEN - Freestyle: semi-finals. 200m Individual Medley: semi-finals. 100m Backstroke: final, victory ceremony. 100m Breaststroke: final, victory ceremony.","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertcdecb45e20eb31f26307bba75278a574,"30 July 2012 04:00:00 AM -0500","30 July 2012 05:40:00 AM -0500","Swimming: MEN - 200m Butterfly: heats WOMEN - 200m Freestyle: heats  200m Individual Medley: heats","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert3c2a0346326aaa2c3d85eb807d5b216b,"31 July 2012 01:30:00 PM -0500","31 July 2012 03:20:00 PM -0500","Swimming: MEN - 100m Freestyle: semi-finals. 200m Breaststroke: semi-finals. 200m Butterfly: final, victory ceremony. 4 x 200m Freestyle Relay: final, victory ceremony. WOMEN -  200m Butterfly: semi-finals. 200m Freestyle: final, victory ceremony. 200m Individual Medley: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConverta2d556551dd1af65a1a9cf3deb71b70a,"31 July 2012 04:00:00 AM -0500","31 July 2012 06:15:00 AM -0500","Swimming: MEN - 100m Freestyle: heats  200m Breaststroke: heats  4x 200m Freestyle Relay: heats WOMEN - 200m Butterfly: heats","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertda214a6ae8fccfebb9eaca77fc4254a9,"29 July 2012 01:30:00 PM -0500","29 July 2012 03:35:00 PM -0500","Swimming: MEN - 100m Backstroke: semi-finals. 200m Freestyle: semi-finals. 100m Breaststroke: final, victory ceremony. 4 x 100m Freestyle Relay: final, victory ceremony. WOMEN - 100m Backstroke: semi-finals. 100m Breaststroke: semi-finals. 100m Butterfly: final, victory ceremony. 400m Freestyle: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertaaa52ed0189281941de55ea161f5b8e8,"31 July 2012 03:00:00 AM -0500","31 July 2012 09:15:00 AM -0500","Shooting: MEN - Skeet: qualification (day 2), final, victory ceremony","","The Royal Artillery Barracks, Woolwich, London"
CSVConverte8f4c9202fd1b1a6b19bbc338c28f73a,"30 July 2012 03:00:00 AM -0500","30 July 2012 08:30:00 AM -0500","Shooting: MEN - 10m Air Rifle: qualification, final, victory ceremony. Skeet: qualification (day 1)","","The Royal Artillery Barracks, Woolwich, London"
CSVConvertb7f1201804972e0c48b09477ddaac17b,"31 July 2012 06:00:00 AM -0500","31 July 2012 12:00:00 PM -0500","Sailing: MEN: 49er, Finn, Laser, RS:X, Star. WOMEN - Elliott 6m, Laser Radial, RS:X","","Weymouth and Portland, Dorset"
CSVConvert97ff6e5bb8adfed3d18d387ae669aa7c,"29 July 2012 06:00:00 AM -0500","29 July 2012 12:00:00 PM -0500","Sailing: MEN - Finn, Star. WOMEN - Elliott 6m","","Weymouth and Portland, Dorset"
CSVConverte282d9e30c368164413b8b654b653a85,"30 July 2012 06:00:00 AM -0500","30 July 2012 12:00:00 PM -0500","Sailing: MEN - 49er, Finn, Laser, RS:X, Star. WOMEN - Elliott 6m, Laser Radial, RS:X","","Weymouth and Portland, Dorset"
CSVConvert777a5c7d4572e5d37d02a43154954953,"30 July 2012 03:30:00 AM -0500","30 July 2012 05:10:00 AM -0500","Rowing: MEN - Pairs: repechage. Fours: heats. Eights: repechage. Quadruple Sculls: repechage. WOMEN - Pairs: repechage. Double Sculls: heats.Quadruple Sculls: repechage.","","Eton Dorney, Buckinghamshire"
