uid, start, end, summary, description, location
CSVConvert03a18ffafe97063d316b64d748093f74,"06 August 2012 09:00:00 AM -0500","06 August 2012 11:10:00 AM -0500","Sychronised Swimming: WOMEN - Duets: free routine","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConverte2f5ab47c0be67adb7e8646e8da2b7d2,"07 August 2012 09:00:00 AM -0500","07 August 2012 10:30:00 AM -0500","Sychronised Swimming: WOMEN - Duets: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertd111454d3d3a484edb1f54c2f9e5789d,"10 August 2012 06:00:00 AM -0500","10 August 2012 12:00:00 PM -0500","Sailing: WOMEN - 470 (medal race & victory ceremony), Elliott 6m","","Weymouth and Portland, Dorset"
CSVConvert2ffdff14f2eea16d46bad8dc4a8261cb,"08 August 2012 06:00:00 AM -0500","08 August 2012 12:00:00 PM -0500","Sailing: MEN - 49er (medal race & victory ceremony). WOMEN -Elliott 6m","","Weymouth and Portland, Dorset"
CSVConvertba54ee6a6e2641b461ea58f8317feebd,"07 August 2012 06:00:00 AM -0500","07 August 2012 12:00:00 PM -0500","Sailing: MEN - 470, RS:X (medal race & victory ceremony). WOMEN -470, Elliott 6m, RS:X (medal race & victory ceremony)","","Weymouth and Portland, Dorset"
CSVConvert5b45ee53a81f360aecf54c8589e3c641,"09 August 2012 06:00:00 AM -0500","09 August 2012 12:00:00 PM -0500","Sailing: MEN - 470 (medal race & victory ceremony). WOMEN - Elliott 6m","","Weymouth and Portland, Dorset"
CSVConvertab53222ff69825879f84c16e25e3f4ec,"09 August 2012 06:00:00 AM -0500","09 August 2012 09:00:00 AM -0500","Marathon Swimming: WOMEN - 10km, victory ceremony","","Hyde Park, London"
CSVConvert4bbc4109a5f8fd6f0120de6348488ea9,"10 August 2012 06:00:00 AM -0500","10 August 2012 09:00:00 AM -0500","Marathon Swimming: MEN -  10km, victory ceremony","","Hyde Park, London"
CSVConvert8ca5aa30004d44cd3745ba5aa481c1bd,"08 August 2012 02:00:00 PM -0500","08 August 2012 04:00:00 PM -0500","Hockey: WOMEN - Semi-final","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert75782cafc2a673ce579ab55e643e0e34,"08 August 2012 09:30:00 AM -0500","08 August 2012 11:30:00 AM -0500","Hockey: WOMEN - Semi-final","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertabb2a1cb806ef4e6fa95333ad9487b5a,"06 August 2012 01:00:00 PM -0500","06 August 2012 04:45:00 PM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertbdaf3af99d8e970fb04f83b214a11944,"08 August 2012 02:30:00 AM -0500","08 August 2012 07:30:00 AM -0500","Hockey: WOMEN - Classifications (7th-8th & 9th-10th places)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert31ed39dc4fb7ed7673f1f83cafa6308c,"10 August 2012 02:30:00 AM -0500","10 August 2012 07:30:00 AM -0500","Hockey: WOMEN - Classifications (5th-6th & 11th-12th places)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertf79e403cd3591aa5456a368d9797031b,"09 August 2012 09:30:00 AM -0500","09 August 2012 11:30:00 AM -0500","Hockey: MEN - Semi-final","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert65a3a4fce04aac79df3b4bdc870de35e,"09 August 2012 02:00:00 PM -0500","09 August 2012 04:00:00 PM -0500","Hockey: MEN - Semi-final","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertcb2af22776757ea8ca9fd6add31562cc,"07 August 2012 07:45:00 AM -0500","07 August 2012 11:30:00 AM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert660ef3914eab3ccac02f56078eea56f9,"07 August 2012 02:30:00 AM -0500","07 August 2012 06:15:00 AM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert60fa43f0daae302958900d06c3835074,"07 August 2012 01:00:00 PM -0500","07 August 2012 04:45:00 PM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert6c1d08d00fa7f609db45309f79270640,"09 August 2012 02:30:00 AM -0500","09 August 2012 07:30:00 AM -0500","Hockey: MEN - Classifications (7th-8th & 9th-10th places)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert4e70a5af38b4b68b2c2e4f1f532602f8,"09 August 2012 02:30:00 PM -0500","09 August 2012 04:30:00 PM -0500","Handball: Women's Semi-final","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert364acf938427b276501cafb7d5389af8,"09 August 2012 11:00:00 AM -0500","09 August 2012 01:00:00 PM -0500","Handball: Women's Semi-final","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvertfbf8677675c52b788928e3b8fb707c4c,"07 August 2012 11:00:00 AM -0500","07 August 2012 01:00:00 PM -0500","Handball: Women's quarter-final","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertf308e26e8b91f85bf205e45b6e61c2c2,"07 August 2012 07:30:00 AM -0500","07 August 2012 09:30:00 AM -0500","Handball: Women's quarter-final","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertca80cd8dcda366da315d0ba8fe091300,"07 August 2012 02:30:00 PM -0500","07 August 2012 04:30:00 PM -0500","Handball: Women's quarter-final","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert00d71c85c8c3ea2a046e54709010abc8,"07 August 2012 04:00:00 AM -0500","07 August 2012 06:00:00 AM -0500","Handball: Women's quarter-final","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertf86236736f0b0e60988ee971ef83fb04,"08 August 2012 12:00:00 PM -0500","08 August 2012 02:00:00 PM -0500","Handball: Men's quarter-final","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert4ad4f4ca2a2996ba4ab615b3b5ec37eb,"08 August 2012 03:30:00 PM -0500","08 August 2012 05:30:00 PM -0500","Handball: Men's quarter-final","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert319623872a5f3cf9bc0b20e5019448bf,"08 August 2012 05:00:00 AM -0500","08 August 2012 07:00:00 AM -0500","Handball: Men's quarter-final","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert08745c35baa6b111297b7aa551907e81,"08 August 2012 08:30:00 AM -0500","08 August 2012 10:30:00 AM -0500","Handball: Men's quarter-final","","Basketball Arena, Olympic Park, Stratford, London"
CSVConverta5a5b70f9fc9aa41840f950f78564e4a,"06 August 2012 01:30:00 PM -0500","06 August 2012 04:45:00 PM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert96ffb78ab9e7ab26dd391dc3ca57496f,"06 August 2012 08:30:00 AM -0500","06 August 2012 11:45:00 AM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert6d3c5ad5f0b313c279d249c56fd98431,"10 August 2012 06:00:00 AM -0500","10 August 2012 10:10:00 AM -0500","Gymnastics (Rhythmic): WOMEN - Individual All-Around: qualification, rotations 3 & 4. Group All-Around: qualification, rotation 2","","North Greenwich Arena, London"
CSVConvert93e0d11bb5f7414c39b4c3ff6db99d9f,"09 August 2012 06:00:00 AM -0500","09 August 2012 10:10:00 AM -0500","Gymnastics (Rhythmic): WOMEN - Individual All-Around: qualification, rotations 1 & 2. Group All-Around: qualification, rotation 1","","North Greenwich Arena, London"
CSVConvert320e0642c2ca62141c3d7ea0bb432ce8,"06 August 2012 08:00:00 AM -0500","06 August 2012 10:20:00 AM -0500","Gymnastics (Artistic): MEN - Rings: final, victory ceremony. Vault: final, victory ceremony. WOMEN - Uneven Bars: final, victory ceremony","","North Greenwich Arena, London"
CSVConvert87265f3b52fe66cfc04a5d41e26051f8,"07 August 2012 08:00:00 AM -0500","07 August 2012 11:05:00 AM -0500","Gymnastics (Artistic): MEN - Horizontal Bar: final, victory ceremony. Parallel Bars: final, victory ceremony. WOMEN - Balance Beam: final,victory ceremony. Floor Exercise: final, victory ceremony","","North Greenwich Arena, London"
CSVConvertdaf315a153cc9b507ce895b6366c179b,"06 August 2012 11:00:00 AM -0500","06 August 2012 01:00:00 PM -0500","Football: WOMEN - Semi-final","","Wembley Stadium, London"
CSVConvertb34d91443472160db3f3ea9abbc92232,"09 August 2012 01:45:00 PM -0500","09 August 2012 04:15:00 PM -0500","Football: WOMEN - Gold medal match, victory ceremony","","Wembley Stadium, London"
CSVConvert911b1dbae8ae9a1259db7c89b2d94e59,"09 August 2012 07:00:00 AM -0500","09 August 2012 09:00:00 AM -0500","Football: WOMEN - Bronze medal match","","City of Coventry Stadium, Coventry"
CSVConvertcfa9fe489abe2ac03bf82ef8f549567d,"06 August 2012 01:45:00 PM -0500","06 August 2012 03:45:00 PM -0500","Football: WOMEN -  Semi-final","","Old Trafford, Manchester"
CSVConvertf35d3e241fbdb36fc724927d9880567e,"07 August 2012 01:45:00 PM -0500","07 August 2012 03:45:00 PM -0500","Football: MEN -Semi-final","","Old Trafford, Manchester"
CSVConvertce9bb15e4591d3cc8c96d51d0e89dac4,"07 August 2012 11:00:00 AM -0500","07 August 2012 01:00:00 PM -0500","Football: MEN - Semi-final","","Wembley Stadium, London"
CSVConvertff4a85f2f269cf06fe318c82d4870be4,"06 August 2012 08:00:00 AM -0500","06 August 2012 11:30:00 AM -0500","Equestrian - Jumping: MEN+WOMEN - Team Jumping: round 2, victory ceremony","","Greenwich, London"
CSVConvert0c214d02a17cb81ddddd4108c01ed97e,"08 August 2012 06:00:00 AM -0500","08 August 2012 10:35:00 AM -0500","Equestrian - Jumping: MEN+WOMEN - Individual Jumping: final rounds, victory ceremony","","Greenwich, London"
CSVConvertb3acccf5240b47d046ebfdce11f86e63,"09 August 2012 06:30:00 AM -0500","09 August 2012 10:30:00 AM -0500","Equestrian - Dressage: MEN + WOMEN -Individual Dressage: grand prix freestyle, victory ceremony","","Greenwich Park, London"
CSVConvert44c9894864eac8c72fceaa28a88ee6cf,"07 August 2012 04:00:00 AM -0500","07 August 2012 10:15:00 AM -0500","Equestrian - Dressage: MEN + WOMEN - Team Dressage: finals, victory ceremony","","Greenwich Park, London"
CSVConvert0c827c047e284e49a29ecd397c4183d9,"09 August 2012 04:00:00 AM -0500","09 August 2012 05:30:00 AM -0500","Diving: WOMEN - 10m Platform: semi-final","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConverta53cfc4f36b7f42e1ffa90a38416c590,"08 August 2012 01:00:00 PM -0500","08 August 2012 04:10:00 PM -0500","Diving: WOMEN - 10m Platform: preliminaries","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert7e01c65bf7ba64df83f03d1b19a286ad,"09 August 2012 01:00:00 PM -0500","09 August 2012 02:30:00 PM -0500","Diving: WOMEN - 10m Platform: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert091cbb6f374360d484b761eed9d1fc29,"07 August 2012 04:00:00 AM -0500","07 August 2012 05:50:00 AM -0500","Diving: MEN - 3m Springboard: semi-final","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert94b7cdfa3a3e768c1443cd52af72e284,"06 August 2012 01:00:00 PM -0500","06 August 2012 04:30:00 PM -0500","Diving: MEN - 3m Springboard: preliminaries","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertf24b386619e267eb63a3ec36141621f8,"07 August 2012 01:00:00 PM -0500","07 August 2012 03:00:00 PM -0500","Diving: MEN - 3m Springboard: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertf5fc2098472b8cb5c9bdd05ea7ce85aa,"09 August 2012 09:00:00 AM -0500","09 August 2012 11:00:00 AM -0500","Cycling - BMX: MEN - Quarter-finals","","BMX circuit, Olympic Park, Stratford, London"
CSVConvert40b113fe150a5c9578446fb01a7bcb3a,"08 August 2012 09:00:00 AM -0500","08 August 2012 10:30:00 AM -0500","Cycling - BMX: Men & Women: Seeding phase runs","","BMX circuit, Olympic Park, Stratford, London"
CSVConvert0c545fe0c85d644da12b349f53499796,"06 August 2012 10:00:00 AM -0500","06 August 2012 12:55:00 PM -0500","Cycling (Track): MEN - Sprint: semi-finals, finals, victory ceremony. WOMEN - Omnium: flying lap, 20km points race, elimination race. WOMEN - Sprint: quarter-finals, race for 5th-8th places","","Velodrome, Olympic Park, Stratford, London"
CSVConverte43498cbb7601cc21d7a64f0e2304800,"07 August 2012 10:00:00 AM -0500","07 August 2012 12:30:00 PM -0500","Cycling (Track): MEN - Keirin: round 2, finals, victory ceremony. WOMEN - Omnium: 10km scratch race, 500m time trial, victory ceremony. WOMEN - Sprint: semi-finals, finals, victory ceremony","","Velodrome, Olympic Park, Stratford, London"
CSVConvert9a1c5f845f608966fc21e33d6ee82416,"07 August 2012 04:00:00 AM -0500","07 August 2012 05:00:00 AM -0500","Cycling (Track): MEN - Keirin: round 1 & repechages. Omnium: 3km individual pursuit","","Velodrome, Olympic Park, Stratford, London"
CSVConvert763d07368920d0b741e625325a868544,"10 August 2012 03:30:00 AM -0500","10 August 2012 05:55:00 AM -0500","Canoe Sprint: MEN - Canoe Single (C1) 200m: heats, semi-finals. MEN - Kayak Single (K1) 200m: heats, semi-finals. Kayak Double (K2) 200m: heats, semi-final. WOMEN - Kayak Single (K1) 200m: heats, semi-finals","","Eton Dorney, Buckinghamshire"
CSVConvert3d43d76071f94549e73aae47a5f3cb86,"08 August 2012 03:30:00 AM -0500","08 August 2012 05:15:00 AM -0500","Canoe Sprint: MEN - Canoe Single (C1) 1000m: final, victory ceremony. Kayak Single (K1) 1000m: final, victory ceremony. Kayak Double (K2) 1000m: final, victory ceremony. WOMEN - Kayak Four (K4) 500m: final, victory ceremony","","Eton Dorney, Buckinghamshire"
CSVConvert50ef5c8eaad91d55b74e5e336620c72c,"07 August 2012 03:30:00 AM -0500","07 August 2012 05:30:00 AM -0500","Canoe Sprint: MEN - Canoe Double (C2) 1000m: heats, semi-final. Kayak Four (K4) 1000m: heats, semi-final. WOMEN - Kayak Single (K1) 500m: heats, semi-finals. Kayak Double (K2) 500m: heats, semi-final","","Eton Dorney, Buckinghamshire"
CSVConvert645e791e5bb0c7e49f2e570b53725ec6,"09 August 2012 03:30:00 AM -0500","09 August 2012 05:15:00 AM -0500","Canoe Sprint: MEN - Canoe Double (C2) 1000m: final, victory ceremony. Kayak Four (K4) 1000m: final, victory ceremony. WOMEN - Kayak Single (K1) 500m: final, victory ceremony. Kayak Double (K2) 500m: final, victory ceremony","","Eton Dorney, Buckinghamshire"
CSVConvert8f5e410eec79233aec39713c60e662c1,"08 August 2012 07:30:00 AM -0500","08 August 2012 09:00:00 AM -0500","Boxing: WOMEN - Fly Weight (51kg): semi-finals. Light Weight (60kg): semi-finals. Middle Weight (75kg): semi-finals","","ExCel, Docklands, London"
CSVConverte12c159f6f65c8e78dde21ca559edaee,"09 August 2012 10:30:00 AM -0500","09 August 2012 12:00:00 PM -0500","Boxing: WOMEN - Fly Weight (51kg): final, victory ceremony. LightWeight (60kg): final, victory ceremony. Middle Weight (75kg): final, victory ceremony","","ExCel, Docklands, London"
CSVConvertab84b9f71a5c53bf19575886af16b34f,"06 August 2012 02:30:00 PM -0500","06 August 2012 05:30:00 PM -0500","Boxing: MEN - Light Weight (60kg): quarter-finals. Middle Weight (75kg): quarter-finals. Super Heavy Weight (+91kg): quarter-finals","","ExCel, Docklands, London"
CSVConvertb323e8539a50c187ddadbe891dd0eb08,"08 August 2012 02:30:00 PM -0500","08 August 2012 05:30:00 PM -0500","Boxing: MEN - Light Fly Weight (49kg): quarter-finals. Light Welter Weight (64kg): quarter-finals. Light Heavy Weight (81kg): quarter-finals","","ExCel, Docklands, London"
CSVConvert2c2a785f9662516d5f1f84b7d8435451,"07 August 2012 02:30:00 PM -0500","07 August 2012 04:30:00 PM -0500","Boxing: MEN - Fly Weight (52kg): quarter-finals. Welter Weight (69kg): quarter-finals","","ExCel, Docklands, London"
CSVConvertb510c75c69a5abbbd65f3905e0e4dc89,"08 August 2012 01:00:00 PM -0500","08 August 2012 04:30:00 PM -0500","Beach Volleyball: WOMEN - Bronze medal match, gold medal match, victory ceremony","","Horse Guards Parade, London"
CSVConvertc00dfcb3e716c09483e14e0731ba6885,"07 August 2012 03:00:00 PM -0500","07 August 2012 05:50:00 PM -0500","Beach Volleyball: MEN+WOMEN - Semi-finals","","Horse Guards Parade, London"
CSVConvert75ff66e6bd7c538befe466357afce424,"07 August 2012 11:00:00 AM -0500","07 August 2012 12:50:00 PM -0500","Beach Volleyball: MEN+WOMEN - Semi-finals","","Horse Guards Parade, London"
CSVConvert6214bd825ce3be113030b37782f440ff,"06 August 2012 12:00:00 PM -0500","06 August 2012 01:50:00 PM -0500","Beach Volleyball: MEN - Quarter-finals (2 matches)","","Horse Guards Parade, London"
CSVConvert4d4143e0d6b6a69a5f1573cd167c19e5,"06 August 2012 04:00:00 PM -0500","06 August 2012 05:50:00 PM -0500","Beach Volleyball: MEN - Quarter-finals (2 matches)","","Horse Guards Parade, London"
CSVConvertf10a8ac3fbe000d1edcdae0146699a2b,"09 August 2012 01:00:00 PM -0500","09 August 2012 04:30:00 PM -0500","Beach Volleyball: MEN - Bronze medal match, gold medal match, victory ceremony","","Horse Guards Parade, London"
CSVConvert0e3d14a4c7a29a2c9076860446cc4e92,"09 August 2012 11:00:00 AM -0500","09 August 2012 01:00:00 PM -0500","Basketball: WOMEN -Semi-final","","North Greenwich Arena, London"
CSVConvertc2d8a7f9f02aef888573a7df917f18dc,"09 August 2012 03:00:00 PM -0500","09 August 2012 05:00:00 PM -0500","Basketball: WOMEN - Semi-final","","North Greenwich Arena, London"
CSVConvert30565cb36308da96e07e9d36e7a216fc,"07 August 2012 08:00:00 AM -0500","07 August 2012 12:00:00 PM -0500","Basketball: WOMEN - Quarter-finals (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert040a6f2744bdbc72f96b773c8f17b10c,"07 August 2012 02:00:00 PM -0500","07 August 2012 03:00:00 PM -0500","Basketball: WOMEN - Quarter-finals (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvertf24d2e6a6b808bff8c94556455b86969,"08 August 2012 02:00:00 PM -0500","08 August 2012 03:00:00 PM -0500","Basketball: MEN - Quarter-finals (2 games)","","North Greenwich Arena, London"
CSVConverte8a829735fa0c6e880faa56d37d815c9,"08 August 2012 08:00:00 AM -0500","08 August 2012 12:00:00 PM -0500","Basketball: MEN - Quarter-finals (2 games)","","North Greenwich Arena, London"
CSVConvert33bb1d7dfff5c63ff10425f105c2bb16,"06 August 2012 02:00:00 PM -0500","06 August 2012 03:00:00 PM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert131cf878ddcea128de75157f9f381222,"06 August 2012 08:30:00 AM -0500","06 August 2012 12:30:00 PM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert5a70d2bbcc19453dfb56b109d3499955,"08 August 2012 04:00:00 AM -0500","08 August 2012 07:40:00 AM -0500","Athletics: MEN - 5000m: round 1.  Pole Vault: qualifying. Decathlon: 100m, long jump, shot put. WOMEN - 800m: round 1.  Hammer: qualifying.","","Olympic Stadium, Stratford, London"
CSVConvert350c1349e24a881e39dacda7a89260c3,"07 August 2012 12:50:00 PM -0500","07 August 2012 03:20:00 PM -0500","Athletics: MEN - 400m: victory ceremony.  800m: semi-finals. 1500m: final.  High Jump: final.  Discus: final. WOMEN - 100m Hurdles: semi-finals, final.  200m: semi-finals. 3000m Steeplechase: victory ceremony. Long Jump: qualifying.  Pole Vault: victory ceremony.","","Olympic Stadium, Stratford, London"
CSVConverte6cdb42489f277e1998164c54e852a0a,"09 August 2012 03:00:00 AM -0500","09 August 2012 10:00:00 AM -0500","Athletics: MEN - 4 x 400m Relay: round 1. Decathlon: 110m hurdles, discus, pole vault. WOMEN - High Jump: qualifying.","","Olympic Stadium, Stratford, London"
CSVConvert829f462bd5ea16036e75e2ae95c21f46,"09 August 2012 12:30:00 PM -0500","09 August 2012 04:10:00 PM -0500","Athletics: MEN - 110m Hurdles: victory ceremony. 200m: final, victory ceremony. 800m: final, victory ceremony. Triple Jump: final, victoryceremony. Decathlon: javelin, 1500m WOMEN - 200m: victory ceremony.  800m: semi-finals 4 x 100m Relay: round 1.  Long Jump: victory ceremony. Javelin: final .","","Olympic Stadium, Stratford, London"
CSVConvert86abc6f9e1c1fe74d960974f8ab18695,"08 August 2012 12:00:00 PM -0500","08 August 2012 03:55:00 PM -0500","Athletics: MEN - 110m Hurdles: semi-finals, final.  200m: semi-finals. 1500m: victory ceremony.  High Jump: victory ceremony. Discus: victory ceremony.  Javelin: qualifying.  Decathlon: high jump, 400m. WOMEN - 100m Hurdles: victory ceremony.  200m: final. 400m Hurdles: final, victory ceremony. 1500m: semi-finals.  Long Jump: final.","","Olympic Stadium, Stratford, London"
CSVConvert4ae23831610ec4741361f3d860e2e24d,"07 August 2012 04:00:00 AM -0500","07 August 2012 06:35:00 AM -0500","Athletics: MEN - 110m Hurdles: round 1.  200m: round 1. Triple Jump: qualifying. WOMEN - 5000m: round 1.   Javelin: qualifying.","","Olympic Stadium, Stratford, London"
CSVConvert7af6d022f95c3eded68a7ff21ccd6e76,"06 August 2012 12:50:00 PM -0500","06 August 2012 03:40:00 PM -0500","Athletics: MEN - 100m: victory ceremony.  400m: final. 400m Hurdles: final, victory ceremony. 3000m Steeplechase: victory ceremony. Hammer: victory ceremony. WOMEN - 200m: round 1.  400m Hurdles: semi-finals. 3000m Steeplechase: final.  Pole Vault: final. Shot Put: final, victory ceremony.","","Olympic Stadium, Stratford, London"
CSVConvert27265ba5b1e74f86eb5d0dac4f140558,"12 August 2012 06:45:00 AM -0500","12 August 2012 09:15:00 AM -0500","Wrestling (Freestyle): MEN - 66kg: repechage rounds, bronze medalcontests, gold medal contest, victory ceremony. 96kg: repechage rounds,bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvert3f893fd35813a3c941126bbc671dc97a,"12 August 2012 02:30:00 AM -0500","12 August 2012 03:30:00 AM -0500","Wrestling (Freestyle): MEN - 66kg: qualifications, 1/8 finals, quarter-finals, semi-finals. 96kg: qualifications, 1/8 finals, quarter-finals, semi-finals","","ExCel, Docklands, London"
CSVConvertea51f1ca0cdc879c530df4e3a74c2d66,"11 August 2012 11:45:00 AM -0500","11 August 2012 02:15:00 PM -0500","Wrestling (Freestyle): MEN - 60kg: repechage rounds, bronze medalcontests, gold medal contest, victory ceremony. 84kg: repechage rounds,bronze medal contests, gold medal contest, victory ceremony. 120kg: repechage rounds, bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvert3dfcbbc8cd9474bc7420ea8e8eac317c,"11 August 2012 07:00:00 AM -0500","11 August 2012 08:00:00 AM -0500","Wrestling (Freestyle): MEN - 60kg: qualifications, 1/8 finals, quarter-finals, semi-finals. 84kg: qualifications, 1/8 finals, quarter-finals, semi-finals. 120kg: qualifications, 1/8 finals, quarter-finals, semi-finals","","ExCel, Docklands, London"
CSVConvert1daa58304e36d4eadfaa538ee2e67441,"10 August 2012 11:45:00 AM -0500","10 August 2012 02:15:00 PM -0500","Wrestling (Freestyle): MEN - 55kg: repechage rounds, bronze medalcontests, gold medal contest, victory ceremony. 74kg: repechage rounds,bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvertb8319a2c36133fc77687c44d4cbc419b,"10 August 2012 07:00:00 AM -0500","10 August 2012 08:00:00 AM -0500","Wrestling (Freestyle): MEN - 55kg: qualifications, 1/8 finals, quarter-finals, semi-finals. 74kg: qualifications, 1/8 finals, quarter-finals, semi-finals","","ExCel, Docklands, London"
CSVConvertbf22d5c23f2f217da386229a75995945,"10 August 2012 08:20:00 AM -0500","10 August 2012 11:00:00 AM -0500","Water Polo: MEN - Semi-final, classification match (5th-8th places)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert26ac1f14624e0e49c1d5b75f04b5a4c3,"10 August 2012 12:30:00 PM -0500","10 August 2012 03:10:00 PM -0500","Water Polo: MEN - Semi-final, classification match (5th-8th places)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert486ee7b577e38bdc7ffb9b358a4cc6d2,"12 August 2012 04:20:00 AM -0500","12 August 2012 07:00:00 AM -0500","Water Polo: MEN - Classification matches (5th-6th, 7th-8th places)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert45df495092dfe42d39efcb06b61a2d89,"12 August 2012 08:30:00 AM -0500","12 August 2012 11:40:00 AM -0500","Water Polo: MEN - Bronze medal match, gold medal match, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert0c0ddaf64619968c73e581d050685b22,"11 August 2012 12:30:00 PM -0500","11 August 2012 02:40:00 PM -0500","Volleyball: Women's gold medal match","","Earls Court, London"
CSVConvert06b7be19f7eb59f977c12faf2e3dd280,"11 August 2012 05:30:00 AM -0500","11 August 2012 07:00:00 AM -0500","Volleyball: Women's bronze medal match","","Earls Court, London"
CSVConvertd33dcd754c0c52471bc44c61733946e9,"10 August 2012 09:00:00 AM -0500","10 August 2012 10:30:00 AM -0500","Volleyball: Men's Semi-final","","Earls Court, London"
CSVConvert018db8ed3b32f87d3aa77ab713de6e9b,"10 August 2012 01:30:00 PM -0500","10 August 2012 03:00:00 PM -0500","Volleyball: Men's Semi-final","","Earls Court, London"
CSVConvertb7f6dce7f34ca9736d144cdd7448a442,"12 August 2012 07:00:00 AM -0500","12 August 2012 09:10:00 AM -0500","Volleyball: Men's gold medal match","","Earls Court, London"
CSVConvert63687f173dcd05d393d55dcdd220f479,"12 August 2012 03:30:00 AM -0500","12 August 2012 05:00:00 AM -0500","Volleyball: Men's bronze medal match","","Earls Court, London"
CSVConverte36550f5d94cb2819ee04ebb55185746,"10 August 2012 02:00:00 PM -0500","10 August 2012 05:15:00 PM -0500","Taekwondo: MEN -80kg: repechages, bronze medal contests, gold medal contest, victory ceremony. WOMEN -67kg: repechages, bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvertf9b7ffb128983802f9aae03c59c7f71c,"10 August 2012 09:00:00 AM -0500","10 August 2012 12:00:00 PM -0500","Taekwondo: MEN -80kg: quarter-finals, semi-finals. WOMEN -67kg: quarter-finals, semi-finals","","ExCel, Docklands, London"
CSVConvertd991cba55fa25ee5a355fc377b50d469,"11 August 2012 02:00:00 PM -0500","11 August 2012 05:15:00 PM -0500","Taekwondo: MEN +80kg: repechages, bronze medal contests, gold medal contest, victory ceremony. WOMEN +67kg: repechages, bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvert54b8fc2d90e8cc363b4d916ce97c3337,"11 August 2012 09:00:00 AM -0500","11 August 2012 12:00:00 PM -0500","Taekwondo: MEN +80kg: quarter-finals, semi-finals. WOMEN +67kg: quarter-finals, semi-finals","","ExCel, Docklands, London"
CSVConvert9a3dc3a5d3f2f29dc887eec7a9236c0f,"10 August 2012 09:00:00 AM -0500","10 August 2012 10:30:00 AM -0500","Sychronised Swimming: WOMEN - Teams: free routine, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert96809f2bdabaf997d44ccdfab9f1707e,"11 August 2012 06:00:00 AM -0500","11 August 2012 12:00:00 PM -0500","Sailing: WOMEN - Elliott 6m (medal race, victory ceremony)","","Weymouth and Portland, Dorset"
CSVConvert7181d90b7da36602e0f71876f35d47cc,"12 August 2012 08:00:00 AM -0500","12 August 2012 12:00:00 PM -0500","Modern Pentathlon: WOMEN - riding, combined event, victory ceremony (Greenwich Park)","","Various London venues"
